_CustomObjectKey,ID_TITULO,ID_SERIE,ID_PLANO,DATA_SORTEIO
416308,370896,AA,"PM48D ",2018-02-24
416309,2547261,AA,"PU12C ",2017-09-08
416310,153170,AA,"PM486 ",2018-04-07
416311,134349,AB,"PU36C ",2018-04-07
416312,236163,AA,"PU36H ",2018-04-07
416313,124814,AA,"PM48D ",2018-04-07
416314,258947,AA,"PM483 ",2017-09-23
416315,36173,AA,"PM603 ",2017-09-23
416316,676313,AA,"PM604 ",2017-09-23
416317,392886,AA,"PM604 ",2017-10-14
416318,10321,AB,"PM604 ",2017-12-02
416319,426350,AA,"PU36H ",2017-12-02
416320,75740,AA,"PM484 ",2017-10-28
416321,77660,AA,"PM484 ",2017-10-28
416322,713528,AA,"PM60V ",2017-10-28
416323,273522,AA,"PM72P ",2018-04-11
416324,2401156,AA,"PU12C ",2017-07-10
416325,49789,AA,"PM364 ",2018-01-13
416326,339930,AA,"PM48O ",2018-01-13
416327,388350,AA,"PU36C ",2017-12-02
416328,510184,AC,"PU368 ",2017-12-09
416329,182926,AC,"PU367 ",2017-12-09
416330,12915,AA,"36PM2 ",2017-12-09
416331,370491,AA,"PM483 ",2018-02-24
416332,370838,AA,"PM486 ",2018-02-24
416333,34663,AA,"PM24R ",2018-04-07
416334,52191,ED,"PM48E ",2017-11-25
416335,370031,AA,"PM601 ",2017-11-25
416336,274020,AA,"PM601 ",2017-09-23
416337,803501,AA,"PM604 ",2017-09-23
416338,261166,AA,"PM48G ",2017-09-23
416339,161489,AA,"PM604 ",2017-09-23
416340,435076,AB,"PU36C ",2017-09-23
416341,47703,AB,"PM604 ",2017-09-23
416342,510350,AA,"PU36C ",2017-12-02
416343,526350,AA,"PU36C ",2017-12-02
416344,532350,AA,"PU36C ",2017-12-02
416345,245610,AB,"PU36C ",2017-12-02
416346,273355,AB,"PU36C ",2017-12-02
416347,277353,AB,"PU36C ",2017-12-02
416348,322529,AB,"PU36C ",2017-12-02
416349,437238,AA,"PM601 ",2018-03-17
416350,618049,AA,"PM604 ",2017-10-28
416351,671031,AA,"PM604 ",2017-10-28
416352,807864,AA,"PM604 ",2017-10-28
416353,31958,AB,"PM604 ",2017-10-28
416354,98055,AA,"PM484 ",2017-11-25
416355,238725,AA,"PM604 ",2017-07-01
416356,37900,AA,"PM604 ",2017-07-01
416357,679242,AA,"PM604 ",2017-12-02
416358,283477,AA,"PM604 ",2017-12-02
416359,31323,AA,"PM607 ",2017-12-02
416360,12490,AA,"36PM2 ",2017-12-02
416361,23628,AB,"PM60V ",2018-03-17
416362,98878,AA,"PM604 ",2018-03-17
416363,494227,AA,"PM604 ",2018-03-17
416364,595524,AA,"PM604 ",2018-03-17
416365,512174,AB,"PU36C ",2017-10-28
416366,28113,AA,"PM607 ",2017-10-28
416367,286799,AA,"PM48O ",2017-10-28
416368,319692,AA,"PM604 ",2017-11-25
416369,395872,AA,"PM604 ",2017-11-25
416370,495441,AA,"PM604 ",2017-11-25
416371,323794,AA,"PM601 ",2017-12-02
416372,286275,AA,"PM603 ",2017-12-02
416373,707071,AB,"PU369 ",2017-07-01
416374,390439,AA,"PM604 ",2017-12-02
416375,48191,AB,"PM604 ",2018-03-17
416376,53567,AB,"PM604 ",2018-03-17
416377,163826,AA,"PM483 ",2018-04-07
416378,135797,AA,"PM483 ",2018-04-07
416379,557740,AA,"PM604 ",2017-11-25
416380,718265,AA,"PM604 ",2017-11-25
416381,800606,AA,"PM604 ",2017-11-25
416382,83838,AA,"PM484 ",2017-12-02
416383,142103,AF,"PU122 ",2017-12-02
416384,104354,AB,"PU369 ",2017-12-02
416385,291154,AE,"PU369 ",2017-12-02
416386,500539,AA,"PU36C ",2017-07-01
416387,282615,AB,"PU36C ",2017-12-02
416388,7108,QK,"PM24P ",2018-01-03
416389,70991,AA,"PM484 ",2018-01-13
416390,102916,AA,"PM484 ",2018-01-13
416391,398082,AA,"PM488 ",2018-03-17
416392,109708,AA,"PM363 ",2018-03-17
416393,198399,AA,"PM601 ",2018-03-24
416394,40136,AA,"PM604 ",2017-10-28
416395,2796597,AA,"PU12C ",2018-03-14
416396,123021,AA,"PM488 ",2018-04-07
416397,147921,AA,"PM483 ",2018-04-07
416398,201008,AA,"PM72P ",2017-10-25
416399,554353,AB,"PU36C ",2017-11-25
416400,2504875,AA,"PU12C ",2017-08-29
